id,objectid,n_tokens_text,nb_text_rows,response,response_type,response_original,nb_queries,score_type,response_id,score_dist_mean,id_dist_mean,sufficient_responses
276,276,56,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_315,,id,True
457,457,40,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_316,,id,True
579,579,75,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_317,,id,True
608,608,69,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_318,,id,True
423,423,55,1,5.0,numeric,"{""Score"": 5}",1,typ1,typ1_319,,id,True
671,671,67,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_320,,id,True
529,529,55,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_321,,id,True
636,636,71,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_322,,id,True
541,541,82,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_323,,id,True
150,150,64,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_324,,id,True
78,78,40,1,10.0,numeric,"{""Score"": 10}",1,typ1,typ1_325,,id,True
9,9,78,1,70.0,numeric,"{""Score"": 70}",1,typ1,typ1_326,,id,True
142,142,72,1,75.0,numeric,"{""Score"": 75}",1,typ1,typ1_327,,id,True
590,590,70,1,10.0,numeric,"{""Score"": 10}",1,typ1,typ1_328,,id,True
75,75,24,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_329,,id,True
253,253,66,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_330,,id,True
29,29,54,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_331,,id,True
169,169,34,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_332,,id,True
418,418,78,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_333,,id,True
211,211,22,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_334,,id,True
639,639,70,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_335,,id,True
696,696,51,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_336,,id,True
481,481,78,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_337,,id,True
447,447,79,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_338,,id,True
58,58,70,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_339,,id,True
512,512,50,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_340,,id,True
417,417,56,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_341,,id,True
545,545,64,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_342,,id,True
88,88,59,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_343,,id,True
436,436,74,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_344,,id,True
569,569,54,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_345,,id,True
404,404,72,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_346,,id,True
127,127,52,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_347,,id,True
692,692,69,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_348,,id,True
328,328,32,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_349,,id,True
852,852,67,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_350,,id,True
894,894,43,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_351,,id,True
837,837,66,1,20.0,numeric,"{""Score"": 20}",1,typ1,typ1_352,,id,True
761,761,65,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_353,,id,True
151,151,24,1,70.0,numeric,"{""Score"": 70}",1,typ1,typ1_354,,id,True
341,341,91,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_355,,id,True
271,271,51,1,20.0,numeric,"{""Score"": 20}",1,typ1,typ1_356,,id,True
660,660,69,1,70.0,numeric,"{""Score"": 70}",1,typ1,typ1_357,,id,True
661,661,53,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_358,,id,True
290,290,45,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_359,,id,True
140,140,74,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_360,,id,True
260,260,77,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_361,,id,True
162,162,72,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_362,,id,True
231,231,73,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_363,,id,True
809,809,69,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_364,,id,True
851,851,49,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_365,,id,True
516,516,48,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_366,,id,True
652,652,56,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_367,,id,True
136,136,93,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_368,,id,True
573,573,67,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_369,,id,True
430,430,55,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_370,,id,True
449,449,37,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_371,,id,True
895,895,70,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_372,,id,True
678,678,70,1,75.0,numeric,"{""Score"": 75}",1,typ1,typ1_373,,id,True
718,718,74,1,70.0,numeric,"{""Score"": 70}",1,typ1,typ1_374,,id,True
366,366,69,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_375,,id,True
629,629,53,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_376,,id,True
748,748,39,1,20.0,numeric,"{""Score"": 20}",1,typ1,typ1_377,,id,True
483,483,41,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_378,,id,True
281,281,53,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_379,,id,True
743,743,64,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_380,,id,True
236,236,40,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_381,,id,True
15,15,55,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_382,,id,True
568,568,29,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_383,,id,True
805,805,64,1,70.0,numeric,"{""Score"": 70}",1,typ1,typ1_384,,id,True
747,747,72,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_385,,id,True
395,395,72,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_386,,id,True
842,842,16,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_387,,id,True
666,666,56,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_388,,id,True
489,489,25,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_389,,id,True
112,112,61,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_390,,id,True
583,583,86,1,20.0,numeric,"{""Score"": 20}",1,typ1,typ1_391,,id,True
832,832,65,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_392,,id,True
458,458,67,1,70.0,numeric,"{""Score"": 70}",1,typ1,typ1_393,,id,True
750,750,64,1,60.0,numeric,"{""Score"": 60}",1,typ1,typ1_394,,id,True
387,387,68,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_395,,id,True
517,517,57,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_396,,id,True
563,563,36,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_397,,id,True
558,558,14,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_398,,id,True
240,240,72,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_399,,id,True
508,508,36,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_400,,id,True
463,463,36,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_401,,id,True
115,115,66,1,70.0,numeric,"{""Score"": 70}",1,typ1,typ1_402,,id,True
690,690,64,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_403,,id,True
154,154,57,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_404,,id,True
307,307,33,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_405,,id,True
772,772,63,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_406,,id,True
600,600,70,1,20.0,numeric,"{""Score"": 20}",1,typ1,typ1_407,,id,True
241,241,74,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_408,,id,True
783,783,29,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_409,,id,True
379,379,39,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_410,,id,True
335,335,41,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_411,,id,True
459,459,13,1,20.0,numeric,"{""Score"": 20}",1,typ1,typ1_412,,id,True
675,675,41,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_413,,id,True
798,798,83,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_414,,id,True
339,339,26,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_415,,id,True
810,810,66,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_416,,id,True
471,471,68,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_417,,id,True
552,552,69,1,70.0,numeric,"{""Score"": 70}",1,typ1,typ1_418,,id,True
342,342,64,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_419,,id,True
275,275,36,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_420,,id,True
533,533,72,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_421,,id,True
868,868,44,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_422,,id,True
7,7,29,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_423,,id,True
848,848,80,1,10.0,numeric,"{""Score"": 10}",1,typ1,typ1_424,,id,True
230,230,75,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_425,,id,True
337,337,43,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_426,,id,True
285,285,62,1,70.0,numeric,"{""Score"": 70}",1,typ1,typ1_427,,id,True
380,380,57,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_428,,id,True
828,828,66,1,30.0,numeric,"{""Score"": 30}",1,typ1,typ1_429,,id,True
684,684,57,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_430,,id,True
800,800,58,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_431,,id,True
513,513,70,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_432,,id,True
492,492,47,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_433,,id,True
480,480,82,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_434,,id,True
893,893,41,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_435,,id,True
27,27,72,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_436,,id,True
758,758,85,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_437,,id,True
96,96,32,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_438,,id,True
5,5,85,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_439,,id,True
270,270,22,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_440,,id,True
537,537,63,1,70.0,numeric,"{""Score"": 70}",1,typ1,typ1_441,,id,True
300,300,70,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_442,,id,True
365,365,26,1,20.0,numeric,"{""Score"": 20}",1,typ1,typ1_443,,id,True
199,199,33,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_444,,id,True
620,620,50,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_445,,id,True
177,177,29,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_446,,id,True
808,808,89,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_447,,id,True
166,166,95,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_448,,id,True
876,876,85,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_449,,id,True
312,312,68,1,70.0,numeric,"{""Score"": 70}",1,typ1,typ1_450,,id,True
284,284,54,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_451,,id,True
669,669,33,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_452,,id,True
32,32,65,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_453,,id,True
416,416,75,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_454,,id,True
863,863,63,1,20.0,numeric,"{""Score"": 20}",1,typ1,typ1_455,,id,True
673,673,55,1,30.0,numeric,"{""Score"": 30}",1,typ1,typ1_456,,id,True
562,562,45,1,10.0,numeric,"{""Score"": 10}",1,typ1,typ1_457,,id,True
503,503,66,1,10.0,numeric,"{""Score"": 10}",1,typ1,typ1_458,,id,True
293,293,45,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_459,,id,True
823,823,49,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_460,,id,True
208,208,50,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_461,,id,True
84,84,60,1,70.0,numeric,"{""Score"": 70}",1,typ1,typ1_462,,id,True
37,37,56,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_463,,id,True
6,6,40,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_464,,id,True
425,425,13,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_465,,id,True
797,797,65,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_466,,id,True
388,388,66,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_467,,id,True
467,467,58,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_468,,id,True
257,257,45,1,70.0,numeric,"{""Score"": 70}",1,typ1,typ1_469,,id,True
646,646,74,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_470,,id,True
354,354,29,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_471,,id,True
588,588,27,1,10.0,numeric,"{""Score"": 10}",1,typ1,typ1_472,,id,True
788,788,83,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_473,,id,True
266,266,46,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_474,,id,True
638,638,80,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_475,,id,True
51,51,43,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_476,,id,True
400,400,34,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_477,,id,True
729,729,57,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_478,,id,True
282,282,58,1,20.0,numeric,"{""Score"": 20}",1,typ1,typ1_479,,id,True
441,441,69,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_480,,id,True
360,360,65,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_481,,id,True
847,847,64,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_482,,id,True
47,47,61,1,10.0,numeric,"{""Score"": 10}",1,typ1,typ1_483,,id,True
120,120,53,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_484,,id,True
319,319,45,1,20.0,numeric,"{""Score"": 20}",1,typ1,typ1_485,,id,True
865,865,64,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_486,,id,True
509,509,50,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_487,,id,True
90,90,67,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_488,,id,True
733,733,67,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_489,,id,True
779,779,51,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_490,,id,True
455,455,74,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_491,,id,True
426,426,18,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_492,,id,True
62,62,67,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_493,,id,True
50,50,87,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_494,,id,True
453,453,68,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_495,,id,True
393,393,75,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_496,,id,True
187,187,57,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_497,,id,True
367,367,54,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_498,,id,True
766,766,73,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_499,,id,True
811,811,11,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_500,,id,True
870,870,71,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_501,,id,True
795,795,89,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_502,,id,True
297,297,40,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_503,,id,True
91,91,51,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_504,,id,True
625,625,64,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_505,,id,True
702,702,63,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_506,,id,True
697,697,39,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_507,,id,True
491,491,70,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_508,,id,True
1,1,80,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_509,,id,True
836,836,60,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_510,,id,True
472,472,42,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_511,,id,True
251,251,89,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_512,,id,True
92,92,70,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_513,,id,True
858,858,54,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_514,,id,True
355,355,54,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_515,,id,True
531,531,66,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_516,,id,True
338,338,26,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_517,,id,True
787,787,72,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_518,,id,True
20,20,65,1,30.0,numeric,"{""Score"": 30}",1,typ1,typ1_519,,id,True
549,549,82,1,30.0,numeric,"{""Score"": 30}",1,typ1,typ1_520,,id,True
681,681,67,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_521,,id,True
348,348,48,1,70.0,numeric,"{""Score"": 70}",1,typ1,typ1_522,,id,True
849,849,77,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_523,,id,True
333,333,17,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_524,,id,True
469,469,66,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_525,,id,True
129,129,60,1,20.0,numeric,"{""Score"": 20}",1,typ1,typ1_526,,id,True
190,190,56,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_527,,id,True
767,767,60,1,40.0,numeric,"{""Score"": 40}",1,typ1,typ1_528,,id,True
519,519,73,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_529,,id,True
66,66,56,1,70.0,numeric,"{""Score"": 70}",1,typ1,typ1_530,,id,True
486,486,67,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_531,,id,True
18,18,60,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_532,,id,True
707,707,61,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_533,,id,True
833,833,52,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_534,,id,True
332,332,74,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_535,,id,True
711,711,35,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_536,,id,True
440,440,66,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_537,,id,True
860,860,70,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_538,,id,True
845,845,65,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_539,,id,True
555,555,68,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_540,,id,True
55,55,25,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_541,,id,True
548,548,69,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_542,,id,True
856,856,47,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_543,,id,True
736,736,83,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_544,,id,True
232,232,76,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_545,,id,True
663,663,68,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_546,,id,True
242,242,56,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_547,,id,True
35,35,77,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_548,,id,True
540,540,50,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_549,,id,True
724,724,68,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_550,,id,True
759,759,75,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_551,,id,True
879,879,60,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_552,,id,True
121,121,73,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_553,,id,True
410,410,39,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_554,,id,True
352,352,63,1,10.0,numeric,"{""Score"": 10}",1,typ1,typ1_555,,id,True
33,33,94,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_556,,id,True
179,179,17,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_557,,id,True
632,632,50,1,10.0,numeric,"{""Score"": 10}",1,typ1,typ1_558,,id,True
826,826,73,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_559,,id,True
21,21,36,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_560,,id,True
411,411,64,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_561,,id,True
421,421,62,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_562,,id,True
587,587,68,1,70.0,numeric,"{""Score"": 70}",1,typ1,typ1_563,,id,True
735,735,60,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_564,,id,True
801,801,67,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_565,,id,True
561,561,38,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_566,,id,True
331,331,54,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_567,,id,True
340,340,49,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_568,,id,True
246,246,71,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_569,,id,True
126,126,67,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_570,,id,True
323,323,68,1,20.0,numeric,"{""Score"": 20}",1,typ1,typ1_571,,id,True
397,397,47,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_572,,id,True
45,45,55,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_573,,id,True
64,64,10,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_574,,id,True
261,261,70,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_575,,id,True
371,371,38,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_576,,id,True
375,375,72,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_577,,id,True
680,680,71,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_578,,id,True
470,470,24,1,10.0,numeric,"{""Score"": 10}",1,typ1,typ1_579,,id,True
209,209,57,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_580,,id,True
739,739,67,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_581,,id,True
80,80,53,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_582,,id,True
869,869,65,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_583,,id,True
881,881,64,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_584,,id,True
434,434,51,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_585,,id,True
623,623,62,1,70.0,numeric,"{""Score"": 70}",1,typ1,typ1_586,,id,True
775,775,72,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_587,,id,True
167,167,23,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_588,,id,True
839,839,34,1,20.0,numeric,"{""Score"": 20}",1,typ1,typ1_589,,id,True
326,326,44,1,70.0,numeric,"{""Score"": 70}",1,typ1,typ1_590,,id,True
850,850,57,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_591,,id,True
210,210,46,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_592,,id,True
158,158,62,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_593,,id,True
377,377,88,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_594,,id,True
741,741,41,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_595,,id,True
456,456,70,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_596,,id,True
776,776,58,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_597,,id,True
361,361,35,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_598,,id,True
753,753,53,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_599,,id,True
703,703,53,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_600,,id,True
443,443,65,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_601,,id,True
202,202,62,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_602,,id,True
609,609,39,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_603,,id,True
676,676,50,1,20.0,numeric,"{""Score"": 20}",1,typ1,typ1_604,,id,True
853,853,102,1,20.0,numeric,"{""Score"": 20}",1,typ1,typ1_605,,id,True
373,373,52,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_606,,id,True
670,670,69,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_607,,id,True
60,60,76,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_608,,id,True
645,645,68,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_609,,id,True
468,468,52,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_610,,id,True
635,635,68,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_611,,id,True
464,464,59,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_612,,id,True
550,550,82,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_613,,id,True
522,522,88,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_614,,id,True
368,368,66,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_615,,id,True
785,785,59,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_616,,id,True
846,846,72,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_617,,id,True
589,589,62,1,75.0,numeric,"{""Score"": 75}",1,typ1,typ1_618,,id,True
8,8,58,1,20.0,numeric,"{""Score"": 20}",1,typ1,typ1_619,,id,True
504,504,73,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_620,,id,True
571,571,59,1,95.0,numeric,"{""Score"": 95}",1,typ1,typ1_621,,id,True
234,234,63,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_622,,id,True
344,344,51,1,85.0,numeric,"{""Score"": 85}",1,typ1,typ1_623,,id,True
817,817,69,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_624,,id,True
476,476,65,1,50.0,numeric,"{""Score"": 50}",1,typ1,typ1_625,,id,True
586,586,85,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_626,,id,True
633,633,50,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_627,,id,True
132,132,54,1,90.0,numeric,"{""Score"": 90}",1,typ1,typ1_628,,id,True
26,26,44,1,0.0,numeric,"{""Score"": 0}",1,typ1,typ1_629,,id,True
611,611,72,1,80.0,numeric,"{""Score"": 80}",1,typ1,typ1_630,,id,True
